image_id,video_id,sequence,split
0-8998,0,53708,train
0-8999,0,53708,train
0-9000,0,53708,train
0-9001,0,53708,train
0-9002,0,53708,train
0-9003,0,53708,train
0-9004,0,53708,train
0-9005,0,53708,train
0-9006,0,53708,train
0-9007,0,53708,train
0-9008,0,53708,train
0-9009,0,53708,train
0-9010,0,53708,train
0-9011,0,53708,train
0-9012,0,53708,train
0-9013,0,53708,train
0-9014,0,53708,train
0-9015,0,53708,train
0-9016,0,53708,train
0-9017,0,53708,train
0-9018,0,53708,train
0-9019,0,53708,train
0-9020,0,53708,train
0-9021,0,53708,train
0-9022,0,53708,train
0-9023,0,53708,train
0-9024,0,53708,train
0-9025,0,53708,train
0-9026,0,53708,train
0-9027,0,53708,train
0-9028,0,53708,train
0-9029,0,53708,train
0-9030,0,53708,train
0-9031,0,53708,train
0-9032,0,53708,train
0-9033,0,53708,train
0-9034,0,53708,train
0-9035,0,53708,train
0-9036,0,53708,train
0-9037,0,53708,train
0-9038,0,53708,train
0-9039,0,53708,train
0-9040,0,53708,train
0-9041,0,53708,train
0-9042,0,53708,train
0-9043,0,53708,train
0-9044,0,53708,train
0-9045,0,53708,train
0-9046,0,53708,train
0-9047,0,53708,train
0-9048,0,53708,train
0-9049,0,53708,train
0-9050,0,53708,train
0-9051,0,53708,train
0-9052,0,53708,train
0-9053,0,53708,train
0-9054,0,53708,train
0-9055,0,53708,train
0-9056,0,53708,train
0-9057,0,53708,train
0-9058,0,53708,train
0-9059,0,53708,train
0-9060,0,53708,train
0-9061,0,53708,train
0-9062,0,53708,train
0-9063,0,53708,train
0-9064,0,53708,train
0-9065,0,53708,train
0-9066,0,53708,train
0-9067,0,53708,train
0-9068,0,53708,train
0-9069,0,53708,train
0-9070,0,53708,train
0-9071,0,53708,train
0-9072,0,53708,train
0-9073,0,53708,train
0-9074,0,53708,train
0-9075,0,53708,train
0-9076,0,53708,train
0-9077,0,53708,train
0-9078,0,53708,train
0-9079,0,53708,train
0-9080,0,53708,train
0-9081,0,53708,train
0-9082,0,53708,train
0-9083,0,53708,train
0-9084,0,53708,train
0-9085,0,53708,train
0-9086,0,53708,train
0-9087,0,53708,train
0-9088,0,53708,train
0-9089,0,53708,train
0-9090,0,53708,train
0-9091,0,53708,train
0-9092,0,53708,train
0-9093,0,53708,train
0-9094,0,53708,train
0-9095,0,53708,train
0-9096,0,53708,train
0-9097,0,53708,train
0-9098,0,53708,train
0-9099,0,53708,train
0-9100,0,53708,train
0-9101,0,53708,train
0-9102,0,53708,train
0-9103,0,53708,train
0-9104,0,53708,train
0-9105,0,53708,train
0-9106,0,53708,train
0-9107,0,53708,train
0-9108,0,53708,train
0-9109,0,53708,train
0-9110,0,53708,train
0-9111,0,53708,train
0-9112,0,53708,train
0-9113,0,53708,train
0-9114,0,53708,train
0-9115,0,53708,train
0-9116,0,53708,train
0-9117,0,53708,train
0-9118,0,53708,train
0-9119,0,53708,train
0-9120,0,53708,train
0-9121,0,53708,train
0-9122,0,53708,train
0-9123,0,53708,train
0-9124,0,53708,train
0-9125,0,53708,train
0-9126,0,53708,train
0-9127,0,53708,train
0-9128,0,53708,train
0-9129,0,53708,train
0-9130,0,53708,train
0-9131,0,53708,train
0-9132,0,53708,train
0-9133,0,53708,train
0-9134,0,53708,train
0-9135,0,53708,train
0-9136,0,53708,train
0-9137,0,53708,train
0-9138,0,53708,train
0-9139,0,53708,train
0-9140,0,53708,train
0-9141,0,53708,train
0-9142,0,53708,train
0-9143,0,53708,train
0-9144,0,53708,train
0-9145,0,53708,train
0-9146,0,53708,train
0-9147,0,53708,train
0-9148,0,53708,train
0-9149,0,53708,train
0-9150,0,53708,train
0-9151,0,53708,train
0-9152,0,53708,train
0-9153,0,53708,train
0-9154,0,53708,train
0-9155,0,53708,train
0-9156,0,53708,train
0-9157,0,53708,train
0-9158,0,53708,train
0-9159,0,53708,train
0-9160,0,53708,train
0-9161,0,53708,train
0-9162,0,53708,train
0-9163,0,53708,train
0-9164,0,53708,train
0-9165,0,53708,train
0-9166,0,53708,train
0-9167,0,53708,train
0-9168,0,53708,train
0-9169,0,53708,train
0-9170,0,53708,train
0-9171,0,53708,train
0-9172,0,53708,train
0-9173,0,53708,train
0-9174,0,53708,train
0-9175,0,53708,train
0-9176,0,53708,train
0-9177,0,53708,train
0-9178,0,53708,train
0-9179,0,53708,train
0-9180,0,53708,train
0-9181,0,53708,train
0-9182,0,53708,train
0-9183,0,53708,train
0-9184,0,53708,train
0-9185,0,53708,train
0-9186,0,53708,train
0-9187,0,53708,train
0-9188,0,53708,train
0-9189,0,53708,train
0-9190,0,53708,train
0-9191,0,53708,train
0-9192,0,53708,train
0-9193,0,53708,train
0-9194,0,53708,train
0-9195,0,53708,train
0-9196,0,53708,train
0-9197,0,53708,train
0-9198,0,53708,train
0-9199,0,53708,train
0-9200,0,53708,train
0-9201,0,53708,train
0-9202,0,53708,train
0-9203,0,53708,train
0-9204,0,53708,train
0-9205,0,53708,train
0-9206,0,53708,train
0-9207,0,53708,train
0-9208,0,53708,train
0-9209,0,53708,train
0-9210,0,53708,train
0-9211,0,53708,train
0-9212,0,53708,train
0-9213,0,53708,train
0-9214,0,53708,train
0-9215,0,53708,train
0-9216,0,53708,train
0-9217,0,53708,train
0-9218,0,53708,train
0-9219,0,53708,train
0-9220,0,53708,train
0-9221,0,53708,train
0-9222,0,53708,train
0-9223,0,53708,train
0-9224,0,53708,train
0-9225,0,53708,train
0-9226,0,53708,train
0-9227,0,53708,train
0-9228,0,53708,train
0-9229,0,53708,train
0-9230,0,53708,train
0-9231,0,53708,train
0-9232,0,53708,train
0-9233,0,53708,train
0-9234,0,53708,train
0-9235,0,53708,train
0-9236,0,53708,train
0-9237,0,53708,train
0-9238,0,53708,train
0-9239,0,53708,train
0-9240,0,53708,train
0-9241,0,53708,train
0-9242,0,53708,train
0-9243,0,53708,train
0-9244,0,53708,train
0-9245,0,53708,train
0-9246,0,53708,train
0-9247,0,53708,train
0-9248,0,53708,train
0-9249,0,53708,train
0-9250,0,53708,train
0-9251,0,53708,train
0-9252,0,53708,train
0-9253,0,53708,train
0-9254,0,53708,train
0-9255,0,53708,train
0-9256,0,53708,train
0-9257,0,53708,train
0-9258,0,53708,train
0-9259,0,53708,train
0-9260,0,53708,train
0-9261,0,53708,train
0-9262,0,53708,train
0-9263,0,53708,train
0-9264,0,53708,train
0-9265,0,53708,train
0-9266,0,53708,train
0-9267,0,53708,train
0-9268,0,53708,train
0-9269,0,53708,train
0-9270,0,53708,train
0-9271,0,53708,train
0-9272,0,53708,train
0-9273,0,53708,train
0-9274,0,53708,train
0-9275,0,53708,train
0-9276,0,53708,train
0-9277,0,53708,train
0-9278,0,53708,train
0-9279,0,53708,train
0-9280,0,53708,train
0-9281,0,53708,train
0-9282,0,53708,train
0-9283,0,53708,train
0-9284,0,53708,train
0-9285,0,53708,train
0-9286,0,53708,train
0-9287,0,53708,train
0-9288,0,53708,train
0-9289,0,53708,train
0-9290,0,53708,train
0-9291,0,53708,train
0-9292,0,53708,train
0-9293,0,53708,train
0-9294,0,53708,train
0-9295,0,53708,train
0-9296,0,53708,train
0-9297,0,53708,train
0-9298,0,53708,train
0-9299,0,53708,train
0-9300,0,53708,train
0-9301,0,53708,train
0-9302,0,53708,train
0-9303,0,53708,train
0-9304,0,53708,train
0-9305,0,53708,train
0-9306,0,53708,train
0-9307,0,53708,train
0-9308,0,53708,train
0-9309,0,53708,train
0-9310,0,53708,train
0-9311,0,53708,train
0-9312,0,53708,train
0-9313,0,53708,train
0-9314,0,53708,train
0-9315,0,53708,train
0-9316,0,53708,train
0-9317,0,53708,train
0-9318,0,53708,train
0-9319,0,53708,train
0-9320,0,53708,train
0-9321,0,53708,train
0-9322,0,53708,train
0-9323,0,53708,train
0-9324,0,53708,train
0-9325,0,53708,train
0-9326,0,53708,train
0-9327,0,53708,train
0-9328,0,53708,train
0-9329,0,53708,train
0-9330,0,53708,train
0-9331,0,53708,train
0-9332,0,53708,train
0-9333,0,53708,train
0-9334,0,53708,train
0-9335,0,53708,train
0-9336,0,53708,train
0-9337,0,53708,train
0-9338,0,53708,train
0-9339,0,53708,train
0-9340,0,53708,train
0-9341,0,53708,train
0-9342,0,53708,train
0-9343,0,53708,train
0-9344,0,53708,train
0-9345,0,53708,train
0-9346,0,53708,train
0-9347,0,53708,train
0-9348,0,53708,train
0-9349,0,53708,train
0-9350,0,53708,train
0-9351,0,53708,train
0-9352,0,53708,train
0-9353,0,53708,train
0-9354,0,53708,train
0-9355,0,53708,train
0-9356,0,53708,train
0-9357,0,53708,train
0-9358,0,53708,train
0-9359,0,53708,train
0-9360,0,53708,train
0-9361,0,53708,train
0-9362,0,53708,train
0-9363,0,53708,train
0-9364,0,53708,train
0-9365,0,53708,train
0-9366,0,53708,train
0-9367,0,53708,train
0-9368,0,53708,train
0-9369,0,53708,train
0-9370,0,53708,train
0-9371,0,53708,train
0-9372,0,53708,train
0-9373,0,53708,train
0-9374,0,53708,train
0-9375,0,53708,train
0-9376,0,53708,train
0-9377,0,53708,train
0-9378,0,53708,train
0-9379,0,53708,train
0-9380,0,53708,train
0-9381,0,53708,train
0-9382,0,53708,train
0-9383,0,53708,train
0-9384,0,53708,train
0-9385,0,53708,train
0-9386,0,53708,train
0-9387,0,53708,train
0-9388,0,53708,train
0-9389,0,53708,train
0-9390,0,53708,train
0-9391,0,53708,train
0-9392,0,53708,train
0-9393,0,53708,train
0-9394,0,53708,train
0-9395,0,53708,train
0-9396,0,53708,train
0-9397,0,53708,train
0-9398,0,53708,train
0-9399,0,53708,train
0-9400,0,53708,train
0-9401,0,53708,train
0-9402,0,53708,train
0-9403,0,53708,train
0-9404,0,53708,train
0-9405,0,53708,train
0-9406,0,53708,train
0-9407,0,53708,train
0-9408,0,53708,train
0-9409,0,53708,train
0-9410,0,53708,train
0-9411,0,53708,train
0-9412,0,53708,train
0-9413,0,53708,train
0-9414,0,53708,train
0-9415,0,53708,train
0-9416,0,53708,train
0-9417,0,53708,train
0-9418,0,53708,train
0-9419,0,53708,train
0-9420,0,53708,train
0-9421,0,53708,train
0-9422,0,53708,train
0-9423,0,53708,train
0-9424,0,53708,train
0-9425,0,53708,train
0-9426,0,53708,train
0-9427,0,53708,train
0-9428,0,53708,train
0-9429,0,53708,train
0-9430,0,53708,train
0-9431,0,53708,train
0-9432,0,53708,train
0-9433,0,53708,train
0-9434,0,53708,train
0-9435,0,53708,train
0-9436,0,53708,train
0-9437,0,53708,train
0-9438,0,53708,train
0-9439,0,53708,train
0-9440,0,53708,train
0-9441,0,53708,train
0-9442,0,53708,train
0-9443,0,53708,train
0-9444,0,53708,train
0-9445,0,53708,train
0-9446,0,53708,train
0-9447,0,53708,train
0-9448,0,53708,train
0-9449,0,53708,train
0-9450,0,53708,train
0-9451,0,53708,train
0-9452,0,53708,train
0-9453,0,53708,train
0-9454,0,53708,train
0-9455,0,53708,train
0-9456,0,53708,train
0-9457,0,53708,train
0-9458,0,53708,train
0-9459,0,53708,train
0-9460,0,53708,train
0-9461,0,53708,train
0-9462,0,53708,train
0-9463,0,53708,train
0-9464,0,53708,train
0-9465,0,53708,train
0-9466,0,53708,train
0-9467,0,53708,train
0-9468,0,53708,train
0-9469,0,53708,train
0-9470,0,53708,train
0-9471,0,53708,train
0-9472,0,53708,train
0-9473,0,53708,train
0-9474,0,53708,train
0-9475,0,53708,train
0-9476,0,53708,train
0-9477,0,53708,train
0-9478,0,53708,train
0-9479,0,53708,train
0-9480,0,53708,train
0-9481,0,53708,train
0-9482,0,53708,train
0-9483,0,53708,train
0-9484,0,53708,train
0-9485,0,53708,train
0-9486,0,53708,train
0-9487,0,53708,train
0-9488,0,53708,train
0-9489,0,53708,train
0-9490,0,53708,train
0-9491,0,53708,train
0-9492,0,53708,train
0-9493,0,53708,train
0-9494,0,53708,train
0-9495,0,53708,train
0-9496,0,53708,train
0-9497,0,53708,train
0-9498,0,53708,train
0-9499,0,53708,train
0-9500,0,53708,train
0-9501,0,53708,train
0-9502,0,53708,train
0-9503,0,53708,train
0-9504,0,53708,train
0-9505,0,53708,train
0-9506,0,53708,train
0-9507,0,53708,train
0-9508,0,53708,train
0-9509,0,53708,train
0-9510,0,53708,train
0-9511,0,53708,train
0-9512,0,53708,train
0-9513,0,53708,train
0-9514,0,53708,train
0-9515,0,53708,train
0-9516,0,53708,train
0-9517,0,53708,train
0-9518,0,53708,train
0-9519,0,53708,train
0-9520,0,53708,train
0-9521,0,53708,train
0-9522,0,53708,train
0-9523,0,53708,train
0-9524,0,53708,train
0-9525,0,53708,train
0-9526,0,53708,train
0-9527,0,53708,train
0-9528,0,53708,train
0-9529,0,53708,train
0-9530,0,53708,train
0-9531,0,53708,train
0-9532,0,53708,train
0-9533,0,53708,train
0-9534,0,53708,train
0-9535,0,53708,train
0-9536,0,53708,train
0-9537,0,53708,train
0-9538,0,53708,train
0-9539,0,53708,train
0-9540,0,53708,train
0-9541,0,53708,train
0-9542,0,53708,train
0-9543,0,53708,train
0-9544,0,53708,train
0-9545,0,53708,train
0-9546,0,53708,train
0-9547,0,53708,train
0-9548,0,53708,train
0-9549,0,53708,train
0-9550,0,53708,train
0-9551,0,53708,train
0-9552,0,53708,train
0-9553,0,53708,train
0-9554,0,53708,train
0-9555,0,53708,train
0-9556,0,53708,train
0-9557,0,53708,train
0-9558,0,53708,train
0-9559,0,53708,train
0-9560,0,53708,train
0-9561,0,53708,train
0-9562,0,53708,train
0-9563,0,53708,train
0-9564,0,53708,train
0-9565,0,53708,train
0-9566,0,53708,train
0-9567,0,53708,train
0-9568,0,53708,train
0-9569,0,53708,train
0-9570,0,53708,train
0-9571,0,53708,train
0-9572,0,53708,train
0-9573,0,53708,train
0-9574,0,53708,train
0-9575,0,53708,train
0-9576,0,53708,train
0-9577,0,53708,train
0-9578,0,53708,train
0-9579,0,53708,train
0-9580,0,53708,train
0-9581,0,53708,train
0-9582,0,53708,train
0-9583,0,53708,train
0-9584,0,53708,train
0-9585,0,53708,train
0-9586,0,53708,train
0-9587,0,53708,train
0-9588,0,53708,train
0-9589,0,53708,train
0-9590,0,53708,train
0-9591,0,53708,train
0-9592,0,53708,train
0-9593,0,53708,train
0-9594,0,53708,train
0-9595,0,53708,train
0-9596,0,53708,train
0-9597,0,53708,train
0-9598,0,53708,train
0-9599,0,53708,train
0-9600,0,53708,train
0-9601,0,53708,train
0-9602,0,53708,train
0-9603,0,53708,train
0-9604,0,53708,train
0-9605,0,53708,train
0-9606,0,53708,train
0-9607,0,53708,train
0-9608,0,53708,train
0-9609,0,53708,train
0-9610,0,53708,train
0-9611,0,53708,train
0-9612,0,53708,train
0-9613,0,53708,train
0-9614,0,53708,train
0-9615,0,53708,train
0-9616,0,53708,train
0-9617,0,53708,train
0-9618,0,53708,train
0-9619,0,53708,train
0-9620,0,53708,train
0-9621,0,53708,train
0-9622,0,53708,train
0-9623,0,53708,train
0-9624,0,53708,train
0-9625,0,53708,train
0-9626,0,53708,train
0-9627,0,53708,train
0-9628,0,53708,train
0-9629,0,53708,train
0-9630,0,53708,train
0-9631,0,53708,train
0-9632,0,53708,train
0-9633,0,53708,train
0-9634,0,53708,train
0-9635,0,53708,train
0-9636,0,53708,train
0-9637,0,53708,train
0-9638,0,53708,train
0-9639,0,53708,train
0-9640,0,53708,train
0-9641,0,53708,train
0-9642,0,53708,train
0-9643,0,53708,train
0-9644,0,53708,train
0-9645,0,53708,train
0-9646,0,53708,train
0-9647,0,53708,train
0-9648,0,53708,train
0-9649,0,53708,train
0-9650,0,53708,train
0-9651,0,53708,train
0-9652,0,53708,train
0-9653,0,53708,train
0-9654,0,53708,train
0-9655,0,53708,train
0-9656,0,53708,train
0-9657,0,53708,train
0-9658,0,53708,train
0-9659,0,53708,train
0-9660,0,53708,train
0-9661,0,53708,train
0-9662,0,53708,train
0-9663,0,53708,train
0-9664,0,53708,train
0-9665,0,53708,train
0-9666,0,53708,train
0-9667,0,53708,train
0-9668,0,53708,train
0-9669,0,53708,train
0-9670,0,53708,train
0-9671,0,53708,train
0-9672,0,53708,train
0-9673,0,53708,train
0-9674,0,53708,train
0-9675,0,53708,train
0-9676,0,53708,train
0-9677,0,53708,train
0-9678,0,53708,train
0-9679,0,53708,train
0-9680,0,53708,train
0-9681,0,53708,train
0-9682,0,53708,train
0-9683,0,53708,train
0-9684,0,53708,train
0-9685,0,53708,train
0-9686,0,53708,train
0-9687,0,53708,train
0-9688,0,53708,train
0-9689,0,53708,train
0-9690,0,53708,train
0-9691,0,53708,train
0-9692,0,53708,train
0-9693,0,53708,train
0-9694,0,53708,train
0-9695,0,53708,train
0-9696,0,53708,train
0-9697,0,53708,train
0-9698,0,53708,train
0-9699,0,53708,train
0-9700,0,53708,train
0-9701,0,53708,train
0-9702,0,53708,train
0-9703,0,53708,train
0-9704,0,53708,train
0-9705,0,53708,train
0-9706,0,53708,train
0-9707,0,53708,train
0-9708,0,53708,train
0-9709,0,53708,train
0-9710,0,53708,train
0-9711,0,53708,train
0-9712,0,53708,train
0-9713,0,53708,train
0-9714,0,53708,train
0-9715,0,53708,train
0-9716,0,53708,train
0-9717,0,53708,train
0-9718,0,53708,train
0-9719,0,53708,train
0-9720,0,53708,train
0-9721,0,53708,train
0-9722,0,53708,train
0-9723,0,53708,train
0-9724,0,53708,train
0-9725,0,53708,train
0-9726,0,53708,train
0-9727,0,53708,train
0-9728,0,53708,train
0-9729,0,53708,train
0-9730,0,53708,train
0-9731,0,53708,train
0-9732,0,53708,train
0-9733,0,53708,train
0-9734,0,53708,train
0-9735,0,53708,train
0-9736,0,53708,train
0-9737,0,53708,train
0-9738,0,53708,train
0-9739,0,53708,train
0-9740,0,53708,train
0-9741,0,53708,train
0-9742,0,53708,train
0-9743,0,53708,train
0-9744,0,53708,train
0-9745,0,53708,train
0-9746,0,53708,train
0-9747,0,53708,train
0-9748,0,53708,train
0-9749,0,53708,train
0-9750,0,53708,train
0-9751,0,53708,train
0-9752,0,53708,train
0-9753,0,53708,train
0-9754,0,53708,train
0-9755,0,53708,train
0-9756,0,53708,train
0-9757,0,53708,train
0-9758,0,53708,train
0-9759,0,53708,train
0-9760,0,53708,train
0-9761,0,53708,train
0-9762,0,53708,train
0-9763,0,53708,train
0-9764,0,53708,train
0-9765,0,53708,train
0-9766,0,53708,train
0-9767,0,53708,train
0-9768,0,53708,train
0-9769,0,53708,train
0-9770,0,53708,train
0-9771,0,53708,train
0-9772,0,53708,train
0-9773,0,53708,train
0-9774,0,53708,train
0-9775,0,53708,train
0-9776,0,53708,train
0-9777,0,53708,train
0-9778,0,53708,train
0-9779,0,53708,train
0-9780,0,53708,train
0-9781,0,53708,train
0-9782,0,53708,train
0-9783,0,53708,train
0-9784,0,53708,train
0-9785,0,53708,train
0-9786,0,53708,train
0-9787,0,53708,train
0-9788,0,53708,train
0-9789,0,53708,train
0-9790,0,53708,train
0-9791,0,53708,train
0-9792,0,53708,train
0-9793,0,53708,train
0-9794,0,53708,train
0-9795,0,53708,train
0-9796,0,53708,train
0-9797,0,53708,train
0-9798,0,53708,train
0-9799,0,53708,train
0-9800,0,53708,train
0-9801,0,53708,train
0-9802,0,53708,train
0-9803,0,53708,train
0-9804,0,53708,train
0-9805,0,53708,train
0-9806,0,53708,train
0-9807,0,53708,train
0-9808,0,53708,train
0-9809,0,53708,train
0-9810,0,53708,train
0-9811,0,53708,train
0-9812,0,53708,train
0-9813,0,53708,train
0-9814,0,53708,train
0-9815,0,53708,train
0-9816,0,53708,train
0-9817,0,53708,train
0-9818,0,53708,train
0-9819,0,53708,train
0-9820,0,53708,train
0-9821,0,53708,train
0-9822,0,53708,train
0-9823,0,53708,train
0-9824,0,53708,train
0-9825,0,53708,train
0-9826,0,53708,train
0-9827,0,53708,train
0-9828,0,53708,train
0-9829,0,53708,train
0-9830,0,53708,train
0-9831,0,53708,train
0-9832,0,53708,train
0-9833,0,53708,train
0-9834,0,53708,train
0-9835,0,53708,train
0-9836,0,53708,train
0-9837,0,53708,train
0-9838,0,53708,train
0-9839,0,53708,train
0-9840,0,53708,train
0-9841,0,53708,train
0-9842,0,53708,train
0-9843,0,53708,train
0-9844,0,53708,train
0-9845,0,53708,train
0-9846,0,53708,train
0-9847,0,53708,train
0-9848,0,53708,train
0-9849,0,53708,train
0-9850,0,53708,train
0-9851,0,53708,train
0-9852,0,53708,train
0-9853,0,53708,train
0-9854,0,53708,train
0-9855,0,53708,train
0-9856,0,53708,train
0-9857,0,53708,train
0-9858,0,53708,train
0-9859,0,53708,train
0-9860,0,53708,train
0-9861,0,53708,train
0-9862,0,53708,train
0-9863,0,53708,train
0-9864,0,53708,train
0-9865,0,53708,train
0-9866,0,53708,train
0-9867,0,53708,train
0-9868,0,53708,train
0-9869,0,53708,train
0-9870,0,53708,train
0-9871,0,53708,train
0-9872,0,53708,train
0-9873,0,53708,train
0-9874,0,53708,train
0-9875,0,53708,train
0-9876,0,53708,train
0-9877,0,53708,train
0-9878,0,53708,train
0-9879,0,53708,train
0-9880,0,53708,train
0-9881,0,53708,train
0-9882,0,53708,train
0-9883,0,53708,train
0-9884,0,53708,train
0-9885,0,53708,train
0-9886,0,53708,train
0-9887,0,53708,train
0-9888,0,53708,train
0-9889,0,53708,train
0-9890,0,53708,train
0-9891,0,53708,train
0-9892,0,53708,train
0-9893,0,53708,train
0-9894,0,53708,train
0-9895,0,53708,train
0-9896,0,53708,train
0-9897,0,53708,train
0-9898,0,53708,train
0-9899,0,53708,train
0-9900,0,53708,train
0-9901,0,53708,train
0-9902,0,53708,train
0-9903,0,53708,train
0-9904,0,53708,train
0-9905,0,53708,train
0-9906,0,53708,train
0-9907,0,53708,train
0-9908,0,53708,train
0-9909,0,53708,train
0-9910,0,53708,train
0-9911,0,53708,train
0-9912,0,53708,train
0-9913,0,53708,train
0-9914,0,53708,train
0-9915,0,53708,train
0-9916,0,53708,train
0-9917,0,53708,train
0-9918,0,53708,train
0-9919,0,53708,train
0-9920,0,53708,train
0-9921,0,53708,train
0-9922,0,53708,train
0-9923,0,53708,train
0-9924,0,53708,train
0-9925,0,53708,train
0-9926,0,53708,train
0-9927,0,53708,train
0-9928,0,53708,train
0-9929,0,53708,train
0-9930,0,53708,train
0-9931,0,53708,train
0-9932,0,53708,train
0-9933,0,53708,train
0-9934,0,53708,train
0-9935,0,53708,train
0-9936,0,53708,train
0-9937,0,53708,train
0-9938,0,53708,train
0-9939,0,53708,train
0-9940,0,53708,train
0-9941,0,53708,train
0-9942,0,53708,train
0-9943,0,53708,train
0-9944,0,53708,train
0-9945,0,53708,train
0-9946,0,53708,train
0-9947,0,53708,train
0-9948,0,53708,train
0-9949,0,53708,train
0-9950,0,53708,train
0-9951,0,53708,train
0-9952,0,53708,train
0-9953,0,53708,train
0-9954,0,53708,train
0-9955,0,53708,train
0-9956,0,53708,train
0-9957,0,53708,train
0-9958,0,53708,train
0-9959,0,53708,train
0-9960,0,53708,train
0-9961,0,53708,train
0-11425,0,996,train
0-11426,0,996,train
0-11427,0,996,train
0-11428,0,996,train
0-11429,0,996,train
0-11430,0,996,train
0-11431,0,996,train
0-11432,0,996,train
0-11433,0,996,train
0-11434,0,996,train
0-11435,0,996,train
0-11436,0,996,train
0-11437,0,996,train
0-11438,0,996,train
0-11439,0,996,train
0-11440,0,996,train
0-11441,0,996,train
0-11442,0,996,train
0-11443,0,996,train
0-11444,0,996,train
0-11445,0,996,train
0-11446,0,996,train
0-11447,0,996,train
0-11448,0,996,train
0-11449,0,996,train
0-11450,0,996,train
0-11451,0,996,train
0-11452,0,996,train
0-11453,0,996,train
0-11454,0,996,train
0-11455,0,996,train
0-11456,0,996,train
0-11457,0,996,train
0-11458,0,996,train
0-11459,0,996,train
0-11460,0,996,train
0-11461,0,996,train
0-11462,0,996,train
0-11463,0,996,train
0-11464,0,996,train
0-11465,0,996,train
0-11466,0,996,train
0-11467,0,996,train
0-11468,0,996,train
0-11469,0,996,train
0-11470,0,996,train
0-11471,0,996,train
0-11472,0,996,train
0-11473,0,996,train
0-11474,0,996,train
0-11475,0,996,train
0-11476,0,996,train
0-11477,0,996,train
0-11478,0,996,train
0-11479,0,996,train
0-11480,0,996,train
0-11481,0,996,train
0-11482,0,996,train
0-11483,0,996,train
0-11484,0,996,train
0-11485,0,996,train
0-11486,0,996,train
0-11487,0,996,train
0-11488,0,996,train
0-11489,0,996,train
0-11490,0,996,train
0-11491,0,996,train
0-11492,0,996,train
0-11493,0,996,train
0-11494,0,996,train
0-11495,0,996,train
0-11496,0,996,train
0-11497,0,996,train
0-11498,0,996,train
0-11499,0,996,train
0-11500,0,996,train
0-11501,0,996,train
0-11502,0,996,train
0-11503,0,996,train
0-11504,0,996,train
0-11505,0,996,train
0-11506,0,996,train
0-11507,0,996,train
0-11508,0,996,train
0-11509,0,996,train
0-11510,0,996,train
0-11511,0,996,train
0-11512,0,996,train
0-11513,0,996,train
0-11514,0,996,train
0-11515,0,996,train
0-11516,0,996,train
0-11517,0,996,train
0-11518,0,996,train
0-11519,0,996,train
0-11520,0,996,train
0-11521,0,996,train
0-11522,0,996,train
0-11523,0,996,train
0-11524,0,996,train
0-11525,0,996,train
0-11526,0,996,train
0-11527,0,996,train
0-11528,0,996,train
0-11529,0,996,train
0-11530,0,996,train
0-11531,0,996,train
0-11532,0,996,train
0-11533,0,996,train
0-11534,0,996,train
0-11535,0,996,train
0-11536,0,996,train
0-11537,0,996,train
0-11538,0,996,train
0-11539,0,996,train
0-11540,0,996,train
0-11541,0,996,train
0-11542,0,996,train
0-11543,0,996,train
0-11544,0,996,train
0-11545,0,996,train
0-11546,0,996,train
0-11547,0,996,train
0-11548,0,996,train
0-11549,0,996,train
0-11550,0,996,train
0-11551,0,996,train
0-11552,0,996,train
0-11553,0,996,train
0-11554,0,996,train
0-11555,0,996,train
0-11556,0,996,train
0-11557,0,996,train
0-11558,0,996,train
0-11559,0,996,train
0-11560,0,996,train
0-11561,0,996,train
0-11562,0,996,train
0-11563,0,996,train
0-11564,0,996,train
0-11565,0,996,train
0-11566,0,996,train
0-11567,0,996,train
0-11568,0,996,train
0-11569,0,996,train
0-11570,0,996,train
0-11571,0,996,train
0-11572,0,996,train
0-11573,0,996,train
0-11574,0,996,train
0-11575,0,996,train
0-11576,0,996,train
0-11577,0,996,train
0-11578,0,996,train
0-11579,0,996,train
0-11580,0,996,train
0-11581,0,996,train
0-11582,0,996,train
0-11583,0,996,train
0-11584,0,996,train
0-11585,0,996,train
0-11586,0,996,train
0-11587,0,996,train
0-11588,0,996,train
0-11589,0,996,train
0-11590,0,996,train
0-11591,0,996,train
0-11592,0,996,train
0-11593,0,996,train
0-11594,0,996,train
0-11595,0,996,train
0-11596,0,996,train
0-11597,0,996,train
0-11598,0,996,train
0-11599,0,996,train
0-11600,0,996,train
0-11601,0,996,train
0-11602,0,996,train
0-11603,0,996,train
0-11604,0,996,train
0-11605,0,996,train
0-11606,0,996,train
0-11607,0,996,train
0-11608,0,996,train
0-11609,0,996,train
0-11610,0,996,train
0-11611,0,996,train
0-11612,0,996,train
0-11613,0,996,train
0-11614,0,996,train
0-11615,0,996,train
0-11616,0,996,train
0-11617,0,996,train
0-11618,0,996,train
0-11619,0,996,train
0-11620,0,996,train
0-11621,0,996,train
0-11622,0,996,train
0-11623,0,996,train
0-11624,0,996,train
0-11625,0,996,train
0-11626,0,996,train
0-11627,0,996,train
0-11628,0,996,train
0-11629,0,996,train
0-11630,0,996,train
0-11631,0,996,train
0-11632,0,996,train
0-11633,0,996,train
0-11634,0,996,train
0-11635,0,996,train
0-11636,0,996,train
0-11637,0,996,train
0-11638,0,996,train
0-11639,0,996,train
0-11640,0,996,train
0-11641,0,996,train
0-11642,0,996,train
0-11643,0,996,train
